book_id,user_id,rating
6605,598,4
9927,599,3
7729,600,4
8934,601,1
8654,602,5
5792,603,4
8714,604,4
9497,605,3
4095,606,3
9172,607,3
6922,608,3
8348,609,2
6994,610,3
9098,611,3
3287,612,4
3378,613,5
3248,614,4
1025,615,4
8789,616,3
6544,617,4
619,618,3
6957,619,4
7771,620,5
6343,621,4
8020,622,5
9034,623,4
7353,624,3
6082,625,3
6315,626,3
4835,627,4
3026,628,5
6293,629,5
8431,630,4
2248,631,5
8805,632,3
5595,633,3
9069,634,4
8537,635,2
4727,636,3
9625,637,5
9552,638,3
8141,639,3
6862,640,4
7950,641,2
4047,642,3
7387,643,5
8184,644,5
5761,645,4
2799,646,3
6715,647,3
6604,648,4
5778,649,4
9880,650,5
5130,651,3
5774,652,2
4310,653,3
3479,654,5
5534,655,3
8286,656,5
1224,657,4
8737,658,5
4382,659,4
4321,660,3
6817,661,4
5534,662,4
7646,663,4
9862,664,3
8232,665,4
4835,666,4
7762,667,3
8429,668,5
6293,669,3
7991,670,4
6957,671,5
9235,672,4
7572,673,4
3785,674,3
5081,675,5
3207,676,4
7706,677,3
3542,678,3
8849,679,3
7555,680,4
1822,681,2
4664,682,5
5238,683,4
6857,684,3
6804,685,3
9306,686,4
9116,687,5
7430,688,5
7921,689,4
5327,690,3
8098,691,4
8831,692,5
3520,693,5
9503,694,1
3024,695,4
6367,696,5
5663,697,5
9191,698,4
4526,699,5
8534,700,4
3042,701,4
8882,702,3
9689,703,4
8027,704,4
8946,705,5
9302,706,4
9354,707,3
7661,708,4
6097,709,4
3632,710,4
8519,711,4
5237,712,5
5280,713,1
1189,714,4
9743,715,4
5255,716,4
9931,717,2
8605,718,4
7440,719,4
9847,720,3
9563,721,4
7071,722,3
9866,723,5
2686,724,4
884,725,4
3523,726,4
4706,727,3
6413,728,3
8242,729,3
7941,730,2
9631,731,1
6036,732,3
8538,733,4
8235,734,5
9025,735,4
275,736,3
7117,737,5
7377,738,4
6061,739,4
9237,740,3
9967,741,4
6629,742,3
6037,743,5
7377,744,4
8015,745,4
7037,746,5
6626,747,4
2829,748,4
6820,749,3
5621,750,5
6808,751,2
5013,752,3
6241,753,3
7497,754,5
5043,755,2
5807,756,4
3542,757,4
9168,758,5
7338,759,4
7412,760,4
7852,761,3
3417,762,4
2827,763,2
9111,764,5
8760,765,3
7053,766,4
8262,767,5
9748,768,3
2540,769,5
9188,770,3
7779,771,3
1085,772,2
6160,773,5
5286,774,4
8907,775,5
1904,776,5
9441,777,3
3464,778,3
5809,779,5
4732,780,2
7908,781,4
7559,782,4
9094,783,4
5476,784,4
9589,785,4
6282,786,4
5124,787,3
9416,788,4
5155,789,3
3951,790,3
4861,791,4
6969,792,3
1760,793,5
9454,794,2
3555,795,3
7963,796,4
3102,797,3
7366,798,3
2840,799,4
6753,800,4
9772,801,3
3789,802,4
2739,803,5
8152,804,4
4840,805,3
2651,806,4
9168,807,2
8815,808,5
9525,809,4
9576,810,3
5615,811,5
7298,812,4
9721,813,3
9143,814,4
2672,815,5
2680,816,2
4139,817,4
4272,818,3
7476,819,5
6600,820,5
8940,821,3
7436,822,4
5212,823,5
7236,824,5
9797,825,4
3839,826,3
3985,827,4
7800,828,3
9503,829,3
9731,830,4
8723,831,5
3986,832,4
8697,833,3
5549,834,4
5126,835,5
3064,836,3
8105,837,5
9023,838,3
7277,839,4
3714,840,3
4326,841,4
9969,842,5
2308,843,4
7794,844,2
5104,845,4
2022,846,2
7762,847,5
6417,848,2
3245,849,4
3482,850,3
8654,851,4
1705,852,4
5126,853,5
9373,854,4
6857,855,5
532,856,5
8198,857,4
2471,858,5
4565,859,4
9600,860,3
9552,861,3
6587,862,4
8479,863,5
7060,864,3
8914,865,5
6681,866,4
9969,867,4
9113,868,4
9707,869,4
5897,870,4
8937,871,4
4346,872,5
7356,873,4
6414,874,3
5978,875,5
5614,876,4
7193,877,4
7284,878,3
9688,879,3
6411,880,5
9091,881,4
4800,882,3
4332,883,2
9213,884,3
3415,885,3
8992,886,3
4940,887,5
8593,888,4
7131,889,4
4723,890,4
4398,891,4
8277,892,4
7345,893,4
5280,894,4
1484,895,5
9790,896,5
8367,897,4
7377,898,4
9720,899,4
9631,900,3
8638,901,5
8524,902,4
9563,903,4
619,904,5
8972,905,4
6084,906,3
924,907,4
6012,908,4
3828,909,3
6674,910,4
6064,911,2
7326,912,4
7842,913,5
6006,914,5
8921,915,4
9204,916,4
4711,917,4
9579,918,3
3630,919,2
8079,920,3
7942,921,5
3491,922,5
9675,923,3
2844,924,4
7907,925,4
8588,926,3
9791,927,3
9620,928,5
3068,929,5
8232,930,3
1837,931,4
6839,932,5
9516,933,3
2703,934,3
9623,935,2
8355,936,3
9177,937,2
8273,938,4
8370,939,4
8153,940,3
4913,941,4
8532,942,3
8998,943,3
9127,944,3
6428,945,5
1174,946,4
2310,947,5
990,948,5
5613,949,1
6124,950,3
6126,951,5
6846,952,5
3009,953,2
3591,954,3
6820,955,1
6659,956,5
8160,957,3
3067,958,4
1180,959,5
2414,960,5
2504,961,3
2081,962,4
1414,963,2
6524,964,2
6811,965,3
8697,966,3
9271,967,3
4729,968,5
3600,969,5
6241,970,4
5280,971,3
5640,972,5
2865,973,4
8789,974,4
9076,975,5
5853,976,2
9078,977,5
8654,978,3
845,979,5
8693,980,4
8107,981,3
4205,982,4
5374,983,5
5478,984,4
7557,985,3
8323,986,5
6820,987,4
9411,988,3
9169,989,3
7412,990,3
6974,991,3
4440,992,5
6620,993,5
4218,994,4
4370,995,4
3296,996,5
2259,997,5
4225,998,4
8156,999,4
6704,1000,5
7172,1001,4
2727,1002,4
7800,1003,1
6487,1004,3
4640,1005,4
5325,1006,5
6949,1007,5
9990,1008,3
8452,1009,5
1915,1010,5
5841,1011,4
7774,1012,3
4055,1013,3
8413,1014,4
8934,1015,3
7810,1016,5
2058,1017,5
9078,1018,4
1792,1019,4
8866,1020,2
4407,1021,4
9537,1022,5
8389,1023,4
6211,1024,3
8455,1025,4
7673,1026,4
7262,1027,4
8480,1028,3
4866,1029,3
7333,1030,3
1943,1031,3
3903,1032,4
3986,1033,4
9060,1034,4
6038,1035,4
9732,1036,5
887,1037,4
2367,1038,5
9143,1039,3
2572,1040,4
1727,1041,4
9471,1042,4
4260,1043,3
1998,1044,1
9618,1045,3
8361,1046,4
8933,1047,5
6843,1048,4
9667,1049,3
6984,1050,3
5422,1051,5
9461,1052,4
5400,1053,5
9668,1054,4
5592,1055,4
7072,1056,5
2953,1057,4
6909,1058,3
6813,1059,4
9566,1060,4
8132,1061,3
6584,1062,3
4842,1063,4
5140,1064,4
5762,1065,4
7553,1066,4
8072,1067,3
3951,1068,4
6820,1069,4
5551,1070,5
9490,1071,5
9059,1072,4
9576,1073,3
8295,1074,4
8787,1075,2
2703,1076,3
3485,1077,3
7959,1078,4
9606,1079,2
6160,1080,4
7664,1081,3
7071,1082,4
8831,1083,3
4338,1084,4
4809,1085,3
5380,1086,3
8956,1087,5
1646,1088,2
7827,1089,4
8074,1090,4
8176,1091,2
6122,1092,5
8949,1093,4
6809,1094,4
7969,1095,4
7706,1096,3
2527,1097,4
4374,1098,4
4531,1099,5
4853,1100,2
8747,1101,5
6988,1102,3
9379,1103,4
3261,1104,4
3368,1105,3
7561,1106,4
7635,1107,3
6501,1108,3
5019,1109,3
4207,1110,4
5059,1111,5
9263,1112,5
7606,1113,3
9090,1114,3
1235,1115,4
8831,1116,4
8232,1117,3
8580,1118,4
7258,1119,5
3421,1120,4
7261,1121,2
5537,1122,5
6937,1123,4
7392,1124,5
8741,1125,4
4238,1126,3
6338,1127,4
9809,1128,3
8929,1129,5
5835,1130,4
3493,1131,2
6125,1132,5
8839,1133,4
4835,1134,2
9691,1135,3
4044,1136,3
8454,1137,3
5849,1138,5
8564,1139,2
8443,1140,5
9847,1141,2
6520,1142,5
7648,1143,4
6829,1144,4
462,1145,5
6114,1146,2
9461,1147,4
5151,1148,2
8313,1149,4
9487,1150,5
7923,1151,5
3368,1152,5
6400,1153,4
7916,1154,3
4835,1155,5
6639,1156,5
4141,1157,3
6896,1159,3
8696,1160,5
4958,1161,4
8011,1162,3
6329,1163,4
9722,1164,3
8782,1165,5
3187,1166,4
4396,1167,4
9900,1168,4
9409,1169,3
6862,1170,4
6220,1171,3
4835,1172,4
3250,1173,3
8336,1174,2
1077,1175,3
7117,1176,3
9910,1177,3
8140,1178,3
4685,1179,3
5355,1180,2
9097,1181,5
4128,1182,4
5613,1183,3
5682,1184,5
4016,1185,4
1076,1186,3
713,1187,2
7910,1188,3
3338,1189,3
8627,1190,3
7264,1191,5
8809,1192,2
2729,1193,5
2896,1194,3
2042,1195,3
9837,1196,3
3898,1197,5
5359,1198,3
8925,1199,5
4260,1200,4
5280,1201,5
2442,1202,3
6388,1203,3
3840,1204,5
6813,1205,4
4326,1206,4
9504,1207,4
4731,1208,5
1189,1209,2
7484,1210,4
7025,1211,5
9021,1212,3
8362,1213,4
4302,1214,4
5374,1215,5
8525,1216,3
8940,1217,4
2020,1218,5
8015,1219,3
7923,1220,5
3273,1221,3
8809,1222,4
4897,1223,4
3882,1224,3
505,1225,1
7025,1226,4
6468,1227,5
5135,1228,2
3897,1229,4
8976,1230,5
4766,1231,4
7859,1232,4
8747,1233,4
8439,1234,2
8068,1235,5
8455,1236,5
8654,1237,5
7399,1238,4
7545,1239,5
7242,1240,1
5981,1241,4
9263,1242,3
7628,1243,4
3146,1244,2
6762,1245,2
9317,1246,3
4750,1247,5
9858,1248,3
7992,1249,4
9033,1250,4
4331,1251,4
7651,1252,4
2444,1253,2
9784,1254,4
1421,1255,4
2664,1256,3
3225,1257,5
7495,1258,5
5369,1259,4
622,1260,3
8045,1261,4
7966,1262,4
9348,1263,2
7039,1264,4
9831,1265,3
392,1266,3
3429,1267,4
9587,1268,4
4879,1269,4
9554,1270,3
8023,1271,4
3694,1272,2
7022,1273,3
5778,1274,4
9189,1275,5
6383,1276,3
4123,1277,3
1043,1278,2
3057,1279,5
4616,1280,4
7484,1281,5
4893,1282,3
9627,1283,3
5514,1284,4
9899,1285,4
794,1286,4
8680,1287,4
9551,1288,3
3290,1289,4
5199,1290,4
5678,1291,4
5214,1292,5
7027,1293,5
7708,1294,4
8200,1295,5
625,1296,5
5130,1297,4
7305,1298,5
716,1299,2
3747,1300,5
4407,1301,4
8448,1302,4
6796,1303,3
9032,1304,4
8973,1305,3
9936,1306,3
4345,1307,2
9088,1308,5
8868,1309,4
9145,1310,4
4085,1311,4
2886,1312,4
9944,1313,4
6406,1314,4
9579,1315,2
9833,1316,4
6596,1317,3
3085,1318,3
9121,1319,5
7579,1320,5
4103,1321,4
6007,1322,3
7316,1323,4
8315,1324,3
2469,1325,5
3751,1326,3
5155,1327,4
5076,1328,3
7616,1329,5
7639,1330,5
5451,1331,1
9312,1332,5
9379,1333,3
8276,1334,3
7664,1335,1
3810,1336,3
7849,1337,5
6940,1338,4
765,1339,4
4052,1340,3
8096,1341,1
9438,1342,1
9265,1343,4
3822,1344,4
5753,1345,3
7716,1346,4
6216,1347,2
9718,1348,4
8190,1349,4
9287,1350,4
5130,1351,3
7716,1352,2
6729,1353,5
2074,1354,4
2630,1355,3
7798,1356,3
4605,1357,5
1495,1358,5
3463,1359,4
8943,1360,5
7410,1361,2
7866,1362,4
9367,1363,4
5484,1364,4
7795,1365,4
9905,1366,3
5913,1367,5
4260,1368,2
430,1369,3
8111,1370,4
9658,1371,3
7845,1372,3
6062,1373,3
7440,1374,5
4766,1375,3
8793,1376,3
4337,1377,4
4346,1378,4
8488,1379,2
9312,1380,4
6060,1381,3
2902,1382,5
1162,1383,3
6802,1384,3
6304,1385,3
4171,1386,3
7484,1387,4
2321,1388,4
8520,1389,3
6825,1390,5
766,1391,4
9663,1392,1
3131,1393,3
3432,1394,3
6109,1395,2
6160,1396,2
8531,1397,3
3069,1398,3
3480,1399,4
5081,1400,4
9685,1401,3
2779,1402,4
4238,1403,2
3187,1404,3
3447,1405,3
9123,1406,4
6474,1407,3
2790,1408,2
3338,1409,5
9604,1410,3
1206,1411,4
3361,1412,4
3215,1413,2
9554,1414,4
5263,1415,5
7537,1416,5
9620,1417,5
2649,1418,5
2439,1419,4
4602,1420,5
8109,1421,5
6607,1422,4
4632,1423,4
3149,1424,1
9587,1425,5
9090,1426,3
3678,1427,3
1740,1428,3
3835,1429,1
1915,1430,4
4793,1431,2
5334,1432,5
5365,1433,4
4861,1434,5
2785,1435,1
8119,1436,3
9628,1437,3
8760,1438,4
6594,1439,4
8289,1440,4
5256,1441,4
9145,1442,4
7910,1443,4
9378,1444,4
8817,1445,5
7859,1446,5
4536,1447,2
4582,1448,3
779,1449,5
9117,1450,3
6123,1451,4
5730,1452,5
8269,1453,3
4711,1454,5
5243,1455,3
820,1456,4
9341,1457,3
1085,1458,4
4055,1459,5
9329,1460,5
9463,1461,4
5812,1462,5
5845,1463,4
7481,1464,5
8697,1465,2
7291,1466,4
7769,1467,2
9688,1468,4
5432,1469,4
7653,1470,5
8505,1471,4
8636,1472,2
9759,1473,2
8844,1474,5
5953,1475,4
9240,1476,4
3908,1477,3
8850,1478,3
1428,1479,4
6161,1480,4
7736,1481,5
6704,1482,2
9786,1483,4
4288,1484,4
9737,1485,3
9238,1486,3
5566,1487,2
5130,1488,4
3868,1489,5
9384,1490,3
6530,1491,5
5987,1492,3
6283,1493,3
6808,1494,5
9458,1495,4
9442,1496,3
5116,1497,3
7279,1498,5
6688,1499,4
7879,1500,3
9114,1501,3
3716,1502,4
9854,1503,3
3505,1504,4
7593,1505,3
5369,1506,3
7997,1507,5
9501,1508,4
3802,1509,4
1844,1510,5
5399,1511,4
7520,1512,4
9172,1513,5
8309,1514,4
9513,1515,4
3446,1516,4
8807,1517,3
1775,1518,5
2999,1519,3
4531,1520,5
3407,1521,3
5348,1522,2
8033,1523,4
9514,1524,3
8854,1525,1
9114,1526,4
4188,1527,4
7656,1528,4
5146,1529,4
7306,1530,3
7543,1531,4
2703,1532,4
3428,1533,5
6070,1534,5
9604,1535,4
4311,1536,3
2678,1537,4
7664,1538,4
7710,1539,5
9033,1540,5
2827,1541,4
8405,1542,3
9726,1543,4
7331,1544,3
9295,1545,4
5276,1546,5
6580,1547,4
9646,1548,4
9533,1549,4
9237,1550,4
7137,1551,5
3810,1552,3
8337,1553,2
9623,1554,5
8547,1555,4
8188,1556,5
5427,1557,5
8189,1558,3
9090,1559,3
5269,1560,2
4414,1561,2
7071,1562,4
6971,1563,4
7794,1564,4
5869,1565,5
1044,1566,4
4491,1567,4
4363,1568,3
5364,1569,5
8045,1570,4
8329,1571,4
7659,1572,4
8472,1573,3
9111,1574,5
9934,1575,5
3945,1576,3
4141,1577,4
9859,1578,4
8598,1579,4
4202,1580,3
6895,1581,3
8870,1582,5
2419,1583,5
9095,1584,4
7664,1585,3
2362,1586,3
5865,1587,5
4382,1588,5
7390,1589,5
1969,1590,3
8866,1591,5
7359,1592,4
8132,1593,3
9847,1594,5
6917,1595,3
7300,1596,5
2872,1597,5
6215,1598,2
8040,1599,3
6736,1600,5
9386,1601,2
9786,1602,3
9604,1603,4
1116,1604,4
6391,1605,3
8627,1606,5
6575,1607,3
4723,1608,3
1692,1609,5
9623,1610,4
1853,1611,4
4106,1612,5
3256,1613,4
3675,1614,4
8050,1615,4
8517,1616,5
9499,1617,4
5126,1618,4
6604,1619,4
7020,1620,3
9917,1621,3
5493,1622,5
9812,1623,4
3776,1624,4
8160,1625,5
8915,1626,4
4769,1627,5
7546,1628,3
5843,1629,5
8455,1630,5
8792,1631,4
8919,1632,3
9957,1633,3
396,1634,4
9036,1635,2
4756,1636,3
7467,1637,2
6764,1638,3
6116,1639,3
6784,1640,5
3335,1641,4
9100,1642,3
7763,1643,4
4493,1644,2
5427,1645,2
7545,1646,3
1705,1647,4
4526,1648,1
9962,1649,4
8552,1650,4
4467,1651,4
9790,1652,3
5219,1653,4
9311,1654,3
6712,1655,4
5292,1656,2
1725,1657,3
6317,1658,5
7537,1659,4
3494,1660,2
7771,1661,3
4364,1662,2
6665,1663,5
5940,1664,5
615,1665,4
9748,1666,5
7912,1667,3
7964,1668,4
4419,1669,4
4736,1670,4
3156,1671,2
7326,1672,3
1596,1673,4
9487,1674,3
3830,1675,3
8552,1676,5
9267,1677,3
9513,1678,3
6034,1679,4
9436,1680,4
6670,1681,2
7822,1682,4
8916,1683,4
8453,1684,4
9287,1685,3
9743,1686,4
7378,1687,1
4129,1688,4
2730,1689,2
5778,1690,4
5516,1691,5
6032,1692,5
1146,1693,4
6990,1694,3
5493,1695,4
5374,1696,3
9602,1697,3
7102,1698,3
5064,1699,1
6962,1700,5
7800,1701,4
4961,1702,5
2080,1703,4
9191,1704,4
7339,1705,3
4253,1706,4
3495,1707,4
4475,1708,5
7522,1709,3
1468,1710,3
3720,1711,3
7439,1712,4
8977,1713,4
1703,1714,4
2444,1715,4
5078,1716,4
8654,1717,3
9668,1718,4
4508,1719,3
5929,1720,2
1778,1721,4
6944,1722,5
6524,1723,4
9748,1724,5
7063,1725,5
4924,1726,4
9265,1727,3
5451,1728,4
9936,1729,3
6062,1730,2
8489,1731,4
9036,1732,3
3268,1733,3
1873,1734,3
7864,1735,4
7449,1736,4
1088,1737,4
9272,1738,3
874,1739,5
8423,1740,4
9206,1741,4
9182,1742,3
6156,1743,3
8920,1744,1
9835,1745,4
2725,1746,4
4551,1747,4
6327,1748,4
6362,1749,5
9086,1750,3
9899,1751,5
1180,1752,4
7407,1753,3
9353,1754,3
9604,1755,3
3518,1756,4
4308,1757,2
3795,1758,4
857,1759,5
7715,1760,3
2339,1761,3
3314,1762,4
462,1763,4
3868,1764,3
7845,1765,2
591,1766,4
5495,1767,4
8792,1768,3
6062,1769,3
5075,1770,5
2649,1771,5
772,1772,5
5212,1773,5
8157,1774,2
8280,1775,4
9788,1776,5
7277,1777,5
5953,1778,2
3880,1779,3
6199,1780,4
7481,1781,5
8951,1782,5
6597,1783,5
7810,1784,2
3479,1785,2
3370,1786,2
6921,1787,3
8033,1788,5
7836,1789,4
3322,1790,3
6723,1791,4
7901,1792,5
7771,1793,5
1825,1794,5
9715,1795,4
7788,1796,3
6814,1797,2
5256,1798,4
1676,1799,2
2822,1800,3
9337,1801,3
5679,1802,4
3436,1803,5
9033,1804,3
5953,1805,4
7066,1806,2
8858,1807,3
7795,1808,2
3562,1809,4
7347,1810,4
2572,1811,4
8323,1812,3
2971,1813,3
8350,1814,4
8977,1815,4
5453,1816,4
4957,1817,3
6594,1818,4
9303,1819,4
8671,1820,4
9163,1821,4
9711,1822,5
6528,1823,3
2203,1824,4
8199,1825,3
5226,1826,4
7430,1827,4
9038,1828,3
2865,1829,5
6190,1830,4
2786,1831,3
7630,1832,3
9833,1833,4
8946,1834,4
5509,1835,3
5861,1836,4
1378,1837,3
2169,1838,4
8948,1839,3
3129,1840,3
9161,1841,3
6989,1842,4
9047,1843,4
7285,1844,4
3390,1845,3
9587,1846,4
2572,1847,4
8737,1848,3
9276,1849,3
8703,1850,2
2280,1851,4
5179,1852,3
3963,1853,4
9716,1854,5
2249,1855,3
6905,1856,4
8034,1857,5
8479,1858,2
1718,1859,3
3751,1860,4
5009,1861,5
7524,1862,5
8412,1863,4
3526,1864,3
8121,1865,5
3358,1866,4
5610,1867,3
7500,1868,4
9307,1869,4
4144,1870,3
3399,1871,2
3493,1872,4
5012,1873,5
4192,1874,3
8189,1875,2
5698,1876,4
1444,1877,3
9820,1878,1
7264,1879,5
1615,1880,4
9297,1881,4
